stop_id,object_id,route,address,longitude,latitude,zip_code
11953,193,95,92nd Street & Baltimore,-87.54862704,41.72818418,60617
2723,194,79,79th Street & Kilpatrick,-87.73722716,41.74911107,60652
1307,195,74,Fullerton & Kilpatrick,-87.74397363,41.92414302,60639
6696,196,157,Taylor & Throop,-87.65929365,41.86931425,60607
22,197,126,Jackson & Karlov,-87.72780787,41.8770066,60624
4767,198,92,Foster & Monticello,-87.71978,41.975526,60625
6057,199,"9,X9",Ashland & Cermak/Blue Island,-87.66617293,41.85248368,60608
1790,200,22,Clark & Albion,-87.67198065,42.00178504,60626
1847,201,"22,36",Clark & Burton,-87.63171899999999,41.909496999999995,60610
11474,202,84,Ridge & Broadway/Bryn Mawr,-87.66044699999999,41.983932,60660
1368,203,11,Lincoln & Berwyn,-87.692578,41.977713,60625
11877,204,93,California & Devon,-87.69972827,41.99764619,60659
3718,205,"8A,108",Halsted & 115th Street,-87.64227929,41.68519279,60643
5173,206,44,Racine & 60th Street,-87.65469488,41.78513736,60636
5182,207,44,Racine & 68th Street,-87.65434201,41.77057756,60636
7543,208,"34,119",Michigan & 110th Street,-87.62086382,41.6945046,60628
10235,209,54,Cicero & Iowa,-87.74591,41.896936,60651
4525,210,"62,62H",Archer & Major,-87.76464595,41.79544108,60638
5368,211,36,Broadway & Surf,-87.64431034,41.93492829,60657
9925,212,68,Northwest Hwy & Overhill,-87.81870908,42.00432736,60631
9936,213,68,Northwest Hwy & Niagara,-87.8008397,41.99339964,60631
16069,214,54B,Cicero & Pershing,-87.74369328,41.82179553,60804
2259,215,3,King Drive & 90th Street,-87.61445367,41.73096625,60619
14102,216,81,Jefferson Park Transit Center,-87.76185025,41.96984927,60630
7058,217,"N5,6,26,71",S. Shore Drive & 77th Street,-87.55339915,41.75689547,60649
5353,218,36,Broadway & Cullom,-87.654145,41.960081,60613
6488,219,24,Wentworth & Cermak,-87.63191809,41.85269836,60616
5710,220,80,Irving Park & Keystone (Blue Line),-87.72903944,41.95374569,60641
5314,221,"N5,6,15,67",67th Street & East End,-87.58383046,41.77341842,60649
4723,222,126,Jackson & Campbell,-87.68868467,41.87759071,60612
8099,223,47,47th Street & Albany,-87.70140483,41.80822289,60632
237,224,7,Congress & Karlov,-87.72774701,41.87439868,60624
458,225,20,Madison & Peoria,-87.649477,41.8818,60607
9688,226,"81W,91",Lawrence & Menard,-87.772711,41.967760999999996,60630
10122,227,67,71st Street & Spaulding,-87.7052,41.764399,60629
335,228,12,Roosevelt & May,-87.65499111,41.86711341,60608
9749,229,81W,Lawrence & Prospect,-87.83101847,41.96676517,60706
7997,230,43,43rd Street & Cottage Grove,-87.60657472,41.81688172,60653
9517,231,87,87th Street & Albany,-87.69960034,41.7353777,60652
7586,232,34,131st Street & Rhodes,-87.609601,41.657499,60827
4132,233,73,4600 W Armitage,-87.74183673,41.91705044,60639
14681,234,201,Central Street & Ridge,-87.68329,42.064170000000004,60201
9687,235,"81W,91",Lawrence & Major,-87.77006899999999,41.967801,60630
5379,236,36,State & Huron,-87.628241,41.895007,60654
12609,237,152,Addison & Melvina,-87.78122829,41.94575459,60634
9314,238,77,Belmont & Central Park,-87.71726747,41.93927553,60618
14523,239,66,Chicago & Hamlin,-87.72134984,41.89548807,60651
12574,240,152,Addison & California,-87.69785558,41.94674469,60618
1543,241,15,51st Street & Indiana,-87.62093295,41.80210347,60615
6846,242,21,Cermak & Archer,-87.63427349999999,41.85294079,60616
15316,243,35,35th Street & Michigan,-87.62369993,41.83109973,60616
367,244,12,Roosevelt & Keeler,-87.72995235,41.86618436,60624
17019,245,77,Belmont & Central,-87.76677666,41.93863989,60634
15337,246,65,Grand & Menard,-87.77091308,41.91975665,60639
6859,247,21,Cermak & Throop,-87.65859158,41.85250609,60608
7590,248,"34,108",127th Street & Michigan,-87.61978427,41.66354445,60628
11378,249,78,Montrose & Oakley,-87.686301,41.961397999999996,60618
786,250,65,Grand & Wood,-87.671862,41.890986700000006,60622
1541,251,15,51st Street & King Drive,-87.61682331,41.8021636,60615
13079,252,59,59th Street & Sacramento,-87.69833257,41.78638521,60629
622,253,66,Chicago & Ashland,-87.66707916,41.89615141,60642
17487,254,8,Halsted & Lincoln/Fullerton,-87.64867694,41.92571877,60614
17462,255,53,Pulaski & Addison,-87.72749217,41.94618759,60641
17354,256,79,79th Street & Colfax,-87.56119292,41.75174071,60649
17468,257,77,Belmont & Mason,-87.77471056,41.93840665,60634
17469,258,77,Belmont & Lamon,-87.74904333,41.93873824,60641
17470,259,77,Belmont & Kenosha,-87.73416153,41.93893101,60641
17472,260,"8,8A",Halsted & 79th Street Terminal,-87.64370184,41.74980413,60620
14283,261,"201,206",Central Street & Walnut,-87.7046645,42.06447731,60201
988,262,72,North Ave & Meade,-87.77747005,41.90929576,60639
4813,263,92,Foster & Washtenaw,-87.69635994,41.97591499,60625
12360,264,112,Monterey & Hermosa,-87.66671706,41.69082915,60643
12362,265,112,Monterey & Hale,-87.67043939,41.69199534,60643
13034,266,"N4,59",61st Street & Langley,-87.60837789,41.78407046,60637
12201,267,103,3000 W 103rd Street,-87.69627081,41.70635192,60655
7940,268,77,Belmont & Washtenaw,-87.69506341,41.93949232,60618
13065,269,59,59th Street & Laflin,-87.66176469,41.78684883,60636
12291,270,"34,106",103rd Street & Indiana,-87.61852819,41.70730326,60628
9306,271,77,Belmont & Paulina,-87.67100319,41.93972449,60657
9193,272,15,51st Street & Wentworth,-87.63019,41.8019,60609
7515,273,31,31st Street & Canal,-87.63766642,41.838224200000006,60616
15790,274,"24,87",87th Street & Morgan,-87.64883777,41.73610083,60620
14225,275,"134,135,136",Wacker & State,-87.62814441,41.88702684,60601
11413,276,78,Montrose & Menard,-87.77200468,41.96047939,60634
14621,277,53,Pulaski & Wellington,-87.72720652,41.93526488,60641
3068,278,52,Kedzie & 36th Street,-87.70465074,41.82817004,60632
5584,279,56,Milwaukee & Berteau,-87.75114444,41.95697792,60641
3685,280,8A,Halsted & 83rd Street,-87.643883,41.743515,60620
5163,281,44,Racine & 51st Street,-87.65510400000001,41.8015,60609
2408,282,29,State & 43rd Street,-87.62639712,41.81659818,60609
14612,283,94,California & Madison,-87.69637461,41.88089101,60612
2231,284,3,King Drive & 63rd Street,-87.61569366,41.77995847,60637
5024,285,"128,132,192",Clinton & Madison,-87.641267,41.881976,60661
5629,286,80,Irving Park & Lamon,-87.74994875,41.95330775,60641
10532,287,55,Garfield & Racine,-87.65446379999999,41.79375704,60621
396,288,20,Madison & Lockwood,-87.75778965,41.88025187,60644
15383,289,90,Harlem & Diversey,-87.80641009,41.93099446,60707
15539,290,91,Austin & Wellington,-87.77602671,41.93506074,60634
6186,291,9,Ashland & 57th Street,-87.66434247,41.79025299,60636
10916,292,"44,75",Racine & 76th Street,-87.65378542,41.75651946,60620
880,293,72,North Ave & Hamlin,-87.721763,41.90988,60647
26,294,126,Jackson & Central Park,-87.7154772,41.87714182,60624
5660,295,80,Irving Park & Damen/Lincoln,-87.6788797,41.95404952,60618
3385,296,63,63rd Street & Keeler,-87.727742,41.778549,60629
12445,297,119,119th Street & Loomis,-87.65658841,41.67754029,60643
15698,298,152,Addison & Narragansett,-87.78595115,41.94560324,60634
1881,299,"22,24,36,62,151",Dearborn & Monroe,-87.629285,41.880948,60603
5954,300,8,Halsted & Armitage,-87.64841955,41.91807745,60614
2752,301,79,79th Street & Wood,-87.66832726,41.75024126,60620
7661,302,35,35th Street & Damen,-87.675437,41.830338,60609
6688,303,157,Polk & Damen,-87.67656925,41.87142309,60612
2778,304,79,79th Street & Indiana,-87.61987420000001,41.75098439,60619
2889,305,111,111th Street & Michigan,-87.62122408,41.69253952,60628
389,306,20,Madison & Menard,-87.76992191,41.88008776,60644
15789,307,"24,87",87th Street & Morgan,-87.64808512,41.7358845,60620
1631,308,15,51st Street & King Drive,-87.61574132,41.80203876,60615
7022,309,"N5,6,26,71",S. Shore Drive & 79th Street,-87.54823243,41.75223404,60649
8171,310,47,47th Street & Wallace,-87.64081761,41.80887375,60609
10786,311,71,71st Street & King Drive,-87.61548,41.76563,60619
2890,312,111,111th Street & Indiana,-87.61840705,41.69257126,60628
1756,313,155,Morse & Sheridan,-87.66177918,42.00790263,60626
11161,314,82,Homan & Grand,-87.71154689,41.90027454,60651
2497,315,4,Cottage Grove & 60th Street,-87.60593411,41.78573679,60637
6262,316,9,Ashland & Webster,-87.66847102,41.92136043,60614
4982,317,156,LaSalle & Huron,-87.63257579,41.89484249,60654
6724,318,37,Sedgwick & North Avenue,-87.63851319999999,41.91096074,60610
9420,1,87,87th Street & Drexel,-87.60249853,41.736610299999995,60619
9421,2,87,87th Street & Dauphin/Ingleside,-87.601322,41.736645,60619
3369,3,165,65th Street & Long,-87.7566502,41.77441797,60638
3743,4,81,Lawrence & Lawndale,-87.72080234,41.96821766,60625
13014,5,59,61st Street & Ellis,-87.60126456,41.78404668,60637
332,6,12,900 W Roosevelt,-87.64943144,41.86721921,60608
11374,7,78,Montrose & Winchester,-87.67737373,41.96153108,60640
7115,8,28,Stony Island & Anthony,-87.58540157,41.74868352,60617
6995,9,71,Commercial & 102nd Street,-87.55218459999999,41.7099611,60617
10818,10,71,Yates & Exchange,-87.56642039,41.76566303,60649
9628,11,91,Austin & Fulton/Pleasant,-87.77475289,41.88567802,60644
4163,12,31,Ashland Orange Line Station,-87.6652554,41.83910322,60608
10823,13,71,71st Street & Merrill,-87.572452,41.766323,60649
14896,14,76,Diversey & Mildred,-87.6513145,41.9327459,60614
7519,15,31,31st Street & Halsted,-87.64612406,41.83810209,60608
6485,16,24,Wentworth & 26th Street,-87.631745,41.845315,60616
10607,17,55,Garfield & Damen,-87.67457834,41.79396924,60609
1262,18,74,Fullerton & Kostner,-87.73647819,41.92445662,60639
601,19,66,Chicago & State (Red Line),-87.62802244,41.89674104,60611
15769,20,115,115th Street & Halsted,-87.64256228,41.68515348,60643
508,21,20,Madison & Menard,-87.76966086,41.88026556,60644
15557,22,65,Grand & Hamlin,-87.72182109999999,41.90439661,60651
9335,23,77,Belmont & Menard,-87.77126819,41.93857548,60634
11379,24,78,Montrose & Western,-87.68850147,41.96138618,60618
12065,25,96,Lunt & Clark,-87.67418355,42.00903531,60626
15108,26,125,Ontario & State,-87.6283778,41.89334287,60654
10629,27,55,55th Street & Keeler,-87.72794915,41.79324074,60632
12267,28,"26,100",106th Street & Avenue O,-87.53999099,41.70281547,60617
12272,29,"26,100",106th Street & Muskegon,-87.554664,41.70284488,60617
14862,30,39,Pershing & Halsted,-87.64634449,41.82353989,60609
5086,31,"8,44",Halsted & 47th Street,-87.645433,41.809109,60609
9145,32,53,Pulaski & Foster,-87.72810981,41.97538338,60625
6446,33,24,Wentworth & 71st Street,-87.62969,41.765295,60621
9087,34,53,Pulaski & Harrison (Blue Line),-87.7253129,41.87337304,60624
6767,35,18,18th Street & Racine,-87.656531,41.857894,60608
11939,36,"N5,95",93rd Street & Jeffery,-87.57559134,41.72605615,60617
4925,37,"80,135,148",Irving Park & Clarendon,-87.64940981,41.95451091,60613
12453,38,119,119th Street & Halsted,-87.64214226,41.67774285,60628
5702,39,80,Irving Park & Kimball,-87.71279203,41.95396828,60618
11897,40,93,California & Foster,-87.69884183,41.97602576,60625
11409,41,78,Montrose & Long,-87.76215122,41.96063576,60641
11069,42,76,Diversey & Kedzie,-87.70730498,41.93211818,60647
9476,43,87,87th Street & Dobson,-87.598957,41.736782,60619
17166,44,20,Madison & Kostner,-87.73573853,41.88072053,60624
17200,45,155,Devon & Sacramento,-87.70469739,41.99753451,60659
14958,46,20,Madison & Laramie,-87.75533409999998,41.88046755,60644
10096,47,67,69th Street & Halsted,-87.64437737,41.76890717,60621
4756,48,92,Foster & Cicero,-87.74821962,41.9752625,60630
9186,49,15,51st Street & State,-87.6261143,41.80187226,60609
15480,50,77,Belmont & Menard,-87.77112736,41.93845382,60634
6690,51,157,Polk & Wood,-87.671593,41.871466999999996,60612
11028,52,76,Diversey Brown Line Station,-87.65362119,41.93257845,60614
2731,53,79,79th Street & Lawndale,-87.71461124,41.74951728,60652
315,54,"12,18,N62",Roosevelt & Clark,-87.63060611,41.86723861,60616
8160,55,"47,48",47th Street & Damen,-87.67483486,41.80844666,60609
14517,56,66,Chicago & Homan,-87.71104249,41.89543299,60651
10812,57,71,71st Street & Yates,-87.566643,41.7658,60649
1721,58,155,Devon & Kedzie,-87.70904957,41.9973267,60659
12499,59,152,Addison & Laramie,-87.7570356,41.94590359,60641
2033,60,70,Division & Wells,-87.63465985,41.90378504,60610
21,61,126,Jackson & Keeler,-87.7302,41.876963,60624
14506,62,"24,87",87th Street & Halsted,-87.64313113,41.73597648,60620
17131,63,70,Division & Wood,-87.67209195,41.903194899999995,60622
12055,64,96,Lunt & Clark,-87.67409148,42.008931,60626
12969,65,59,59th Street & California,-87.69374133,41.78633562,60629
7220,66,"N5,30,67",69th Street & King Drive,-87.61548253,41.76928055,60637
189,67,7,Harrison & Oakley,-87.683913,41.873882,60612
10285,68,54,Cicero & Lexington (Blue Line),-87.744822,41.871076,60644
14943,69,30,Ewing & 106th Street,-87.53519336,41.70298015,60617
8959,70,50,Damen & Argyle,-87.67922,41.972305,60625
17192,71,86,Narragansett & Grand,-87.78532602,41.92275816,60639
17213,72,53,Pulaski & 14th Street,-87.72497574,41.862688899999995,60623
17344,73,49,Western & Hirsch,-87.68699223,41.90681176,60622
8703,74,48,Damen & 87th Street Terminal,-87.67298324,41.73623458,60620
5019,75,"10,125",Chestnut & Mies Van Der Rohe,-87.62267307,41.89846025,60611
15121,76,92,Foster & Jewel Prking Ent,-87.72934584,41.97560011,60630
5788,77,8,Halsted & Erie,-87.64774399999999,41.893451,60642
9943,78,68,Northwest Hwy & Nagle,-87.78782075,41.98593988,60631
8630,79,169,79th Street & Western,-87.68306700000001,41.750001,60652
16061,80,11,Lincoln & Cornelia,-87.67234956,41.94483597,60657
6511,81,24,4200 S Wentworth,-87.631253,41.81805,60609
6496,82,24,Wentworth & 27th Street,-87.63194196,41.84413074,60616
6521,83,24,Wells & 52nd Street,-87.632012,41.800185,60609
7473,84,31,31st Street & Morgan,-87.65117586,41.83791346,60608
8093,85,"47,94",47th Street & Rockwell,-87.68921338,41.80842082,60632
9329,86,77,Belmont & Laramie,-87.75649627,41.93877162,60641
6823,87,18,18th Street & Western,-87.68568274,41.85732922,60608
8782,88,48,Damen & 63rd Street,-87.67399408,41.77943582,60636
1818,89,22,Clark & Irving Park,-87.66243286,41.95449734,60613
9036,90,53,Pulaski & Jackson,-87.72564233,41.87717005,60624
5855,91,8,Halsted & 71st Street,-87.644472,41.765332,60621
3834,92,57,Laramie & Augusta,-87.755751,41.898664000000004,60651
4687,93,"62H,63W",63rd Street & 74th Avenue,-87.80566527,41.77726123,60501
12377,94,112,111th Street & Spaulding,-87.70325722,41.69159059,60655
10126,95,67,71st Street & Lawndale,-87.71490599,41.76424748,60629
1758,96,"36,151,155",Devon & Lakewood,-87.66292168,41.99823889,60626
10879,97,75,75th Street & Eberhart,-87.61255179999999,41.75851229,60619
9302,98,77,Belmont & Lakewood,-87.66123383,41.93987483,60657
9323,99,77,Belmont & Kilbourn,-87.73939003,41.93897901,60641
10892,100,75,74th Street & Parnell,-87.6384219,41.75989204,60621
3285,101,63W,63rd Street & Leamington,-87.75083652,41.77831585,60638
17090,102,71,71st Street & Eberhart,-87.61297940000001,41.76582986,60637
12181,103,103,103rd Street & Malta,-87.65698072,41.70683019,60643
12591,104,152,Addison & Kostner,-87.73718559999999,41.9463062,60641
9354,105,77,Belmont & Oriole (76th Avenue),-87.81638679,41.93801371,60634
12193,106,103,103rd Street & Oakley,-87.67988454,41.70643624,60643
6826,107,18,16th Street & Washtenaw,-87.69317542,41.85930576,60608
148,108,126,Jackson & Lotus,-87.76154549,41.87661212,60644
12061,109,96,Lunt & Glenwood,-87.66612529,42.00917098,60626
10128,110,67,71st Street & Springfield,-87.719663,41.764157,60629
6836,111,18,16th Street & Springfield,-87.72229925,41.85896155,60623
497,112,20,Madison & Lamon,-87.74751850000001,41.88057059,60644
15819,113,119,119th Street & Western,-87.68030669,41.6771407,60406
12182,114,103,103rd Street & Charles,-87.65854774,41.70680429,60643
11898,115,93,California & Berwyn,-87.698904,41.977569,60625
1522,116,"6,28",5200 S S Hyde Park,-87.58442446,41.80084655,60615
5068,117,44,Racine & 61st Street,-87.65451257,41.78316667,60636
14368,118,"93,206",Dodge & Lee,-87.69908952,42.03557743,60202
9710,119,86,Nagle & Haft,-87.78743096,41.99514985,60646
9074,120,53,Pulaski Pink Line Station,-87.7246994,41.85367978,60623
4435,121,62,Archer & 34th Street,-87.67391666,41.83256542,60608
6101,122,9,Ashland & 66th Street,-87.66420062,41.77411854,60636
10460,123,54A,Skokie Blvd & Madison,-87.747551,42.031601,60077
2868,124,111,Vincennes & Montvale,-87.66561518,41.6882486,60643
3091,125,"52,52A",Kedzie & 56th Street,-87.70358440000001,41.79178516,60629
2940,126,115,115th Street & Aberdeen,-87.64950931,41.68493495,60643
8147,127,47,47th Street & Albany,-87.70156659,41.80810095,60632
9287,128,77,Belmont & Seminary,-87.65665745,41.93979981,60657
9239,129,77,Belmont & New England,-87.79822,41.93806,60634
11935,130,"N5,95,100",1500 E 95th Street,-87.587952,41.722204,60628
4033,131,73,4600 W Armitage,-87.74179864,41.91692728,60639
4043,132,73,Armitage & Lawndale,-87.71932438,41.91719359,60647
8157,133,"47,48",47th Street & Oakley,-87.68210615,41.80837501,60609
9722,134,81W,Lawrence & Octavia,-87.80960300000001,41.967098,60706
7801,135,39,Pershing & Francisco,-87.69720914,41.82267977,60632
14526,136,71,75th Street & Exchange,-87.55956205,41.75928998,60649
31,137,126,Jackson & Albany,-87.703323,41.877288,60612
9263,138,77,Belmont & Knox,-87.74329322,41.93880549,60641
11027,139,76,Diversey & Seminary,-87.65646692,41.9325708,60614
7256,140,"26,30",91st Street & Brandon,-87.54698928,41.7300318,60617
9957,141,52A,115th Street & Lawndale,-87.71292126,41.68401992,60803
9614,142,91,Fillmore & Austin,-87.77406269,41.86722455,60644
8043,143,43,Root & Princeton,-87.633645,41.818996000000006,60609
12680,144,"201,205",Church & Maple,-87.68505817,42.048401299999995,60201
2881,145,111,111th Street & Union,-87.64005435,41.69232493,60628
15423,146,201,4700 W Old Orchard Rd,-87.74472966,42.06231542,60076
185,147,7,Harrison & Washtenaw,-87.693779,41.873754999999996,60612
10938,148,75,75th Street & Langley,-87.60793922,41.75847934,60619
6753,149,18,16th Street & Rockwell,-87.6907968,41.859252399999995,60608
12472,150,152,Addison & Overhill,-87.81970600000001,41.945169,60634
9442,151,87,87th Street & Escanaba,-87.55430104,41.73728795,60617
11447,152,84,Peterson & Lincoln,-87.70749485,41.99028092,60659
1732,153,155,Devon & Hoyne,-87.68267389,41.99774722,60659
9968,154,52A,Kedzie & 109th Street,-87.700872,41.695129,60655
11915,155,93,California & Lunt,-87.69969499999999,42.008364,60645
2169,156,3,King Drive & 33rd Street,-87.61693354,41.8349499,60616
9970,157,52A,Kedzie & 107th Street,-87.70100500000001,41.698785,60655
13126,158,206,Oakton & Asbury,-87.69019555,42.02682815,60202
11495,159,84,Peterson & Jersey,-87.71078294,41.99047014,60659
4551,160,55N,55th Street & Meade,-87.77438403,41.79255037,60638
9510,161,87,87th Street & Longwood,-87.67587426,41.73572283,60620
3294,162,63W,63rd Street & Mayfield,-87.7688993,41.77797235,60638
234,163,"7,126",Congress & Hamlin/Independence,-87.71961417,41.87450949,60624
9523,164,87,87th Street & Hamlin,-87.71645347,41.73503601,60652
947,165,72,North Ave & Leavitt,-87.6822277,41.91049688,60647
2630,166,79,79th Street & Cottage Grove,-87.60505167,41.7513569,60619
10830,167,71,71st Street & Stony Island,-87.58570300000001,41.766197,60649
142,168,126,Jackson & Lavergne,-87.74934028,41.87680393,60644
5736,169,80,Irving Park & Neenah,-87.79076286,41.95291534,60634
4203,170,94,California & Harrison,-87.69600213,41.87369282,60612
15303,171,94,California & Harrison,-87.69618096,41.87358674,60612
4197,172,94,California & Roosevelt,-87.69578135,41.86634978,60608
3323,173,165,65th Street & Lavergne,-87.74683542,41.7747378,60638
13085,174,59,59th Street & Central Park,-87.71271871,41.78616726,60629
1536,175,15,51st Street & Evans,-87.60785102,41.80228814,60615
5683,176,80,Irving Park & Hermitage,-87.67208942,41.95435276,60613
7262,177,"26,30",Ewing & 94th Street,-87.53818993,41.72479802,60617
7261,178,"26,30",9320 S Ewing,-87.54005052,41.7266446,60617
5064,179,44,Racine & 64th Street,-87.654353,41.777731,60636
7583,180,34,Langley & 132nd Street,-87.60506922,41.65571789,60827
6493,181,24,Wentworth & 23rd Street,-87.63202199999999,41.851087,60616
16195,182,21,Cermak & Loomis,-87.66138582,41.85249355,60608
6944,183,21,Cermak & Morgan,-87.65149100000001,41.852502,60608
12527,184,152,Addison & Western,-87.68847434,41.9466599,60618
14515,185,66,Chicago & Hamlin,-87.72091557,41.8953398,60651
12400,186,112,111th Street & Campbell,-87.683758,41.691708,60655
413,187,20,Madison & St. Louis,-87.71381964,41.88081388,60624
4032,188,73,Armitage & Kilpatrick,-87.743792,41.916901,60639
5597,189,80,Acacia Park Cemetery,-87.82371561,41.95228789,60634
14702,190,205,Golf Road & Hamlin,-87.72279171,42.05521183,60203
403,191,20,Madison & Kenton,-87.740705,41.880475,60644
2893,192,"4,111A,115",111th Street & Vernon,-87.61226293,41.69267046,60628
9000,694,53,Pulaski & Milwaukee,-87.72733000000001,41.941410999999995,60641
9577,695,91,Austin & Diversey,-87.776032,41.931212,60639
8260,696,49,Western & 31st Street,-87.68529000000001,41.83911,60608
9270,697,77,Belmont & Milwaukee,-87.72398399,41.93906153,60618
7252,698,"30,9E",92nd Street & Commercial,-87.55133963,41.72818417,60617
12986,699,59,59th Street & Morgan,-87.6499566,41.78689578,60621
14959,700,20,Madison & Cicero,-87.74496781,41.88039237,60644
9960,701,52A,115th Street & Homan,-87.70552666,41.68412464,60655
11530,702,85,Central & Irving Park,-87.76709588,41.95332086,60634
17079,703,"3,21",Cermak & Michigan,-87.62354147,41.85274871,60616
1336,704,74,Fullerton & Damen,-87.67801932,41.92494051,60647
64,705,126,Jackson & Halsted,-87.64696658,41.8778898,60661
4581,706,"55A,55N",55th Street & Menard,-87.767291,41.792578000000006,60638
15377,707,"12,18,N62",Roosevelt & Clark,-87.63083778,41.86748977,60605
99,708,126,Van Buren & Ogden,-87.67187647,41.87632903,60612
9191,709,15,51st Street & State,-87.62569877,41.80201611,60615
590,710,"2,29,65,66",Grand & Fairbanks/Columbus,-87.620009,41.891861999999996,60611
10083,711,"N5,67",67th Street & St. Lawrence,-87.61039285,41.77311598,60637
6632,712,157,Taylor & Loomis,-87.66149318,41.86939688,60607
747,713,65,Illinois & Clark,-87.631279,41.890758,60654
11316,714,78,Montrose & Central,-87.76736801,41.96041525,60634
4742,715,53A,Pulaski & 107th Street,-87.72067,41.698652,60453
2827,716,"4,115",Cottage Grove & 101st Street,-87.60580873,41.71096377,60628
9905,717,68,Northwest Hwy & Oketo,-87.81160017,41.99992898,60631
5833,718,8,Halsted & 52nd Street,-87.64539338,41.79983714,60609
5842,719,8,Halsted & 60th Street,-87.64501719,41.78530231,60621
11192,720,82,Central Park & 18th Street,-87.71522,41.857221,60623
1703,721,49B,Western & Arthur,-87.689999,41.999618,60645
3147,722,52,Kedzie & 15th Street,-87.705443,41.861232,60623
11259,723,82,Kimball & Dickens,-87.711854,41.919084000000005,60647
11759,724,86,Narragansett & Waveland,-87.786242,41.947403,60634
8916,725,50,Damen & Hubbard,-87.676785,41.889635999999996,60622
11607,726,85,Central & Schubert,-87.766099,41.929361,60639
3101,727,"52,52A",Kedzie & 62nd Street,-87.70312583,41.7807125,60629
3377,728,"54B,165",Cicero & 64th Street,-87.74207027,41.77643353,60638
10393,729,54B,Cicero & 46th Street,-87.74301804,41.80936749,60632
5318,730,"6,15,28",Stony Island & 64th Street,-87.58633138,41.77876403,60637
9118,731,53,Pulaski & Altgeld,-87.72672262,41.92623003,60639
10388,732,54B,Cicero & 65th Street,-87.74199316,41.77469136,60638
4218,733,94,Sacramento & Ohio,-87.70190198,41.89180315,60612
7704,734,62H,Harlem & 61st Street,-87.800915,41.780856,60638
6725,735,37,Sedgwick & Eugenie,-87.63856635,41.9127576,60614
7350,736,"30,100",Ewing & 110th Street,-87.53516429999999,41.69536221,60617
2115,737,3,King Drive & 85th Street,-87.61447162,41.74020933,60619
8932,738,50,Damen & Cortland,-87.67749927,41.91587564,60622
3552,739,97,8200 N Niles Center,-87.75331607,42.02977215,60077
9144,740,53,5061 N Pulaski,-87.72802,41.973521999999996,60630
9146,741,53,5300 N Pulaski,-87.72819541,41.97757051,60630
16068,742,54B,Cicero & Pershing,-87.74336636,41.82232724,60804
9099,743,53,Pulaski & Erie,-87.72590416,41.89273541,60624
11731,744,86,Ridgeland & Iowa,-87.784802,41.896298,60302
12912,745,53A,Pulaski & 82nd Street,-87.72153645,41.74395743,60652
9660,746,91,Austin & Cornelia,-87.776348,41.943845,60634
2325,747,29,State & 40th Street,-87.62629,41.821713,60609
11825,748,90,Harlem & Summerdale,-87.80689259,41.97779537,60656
2114,749,3,King Drive & 86th Street,-87.61440562,41.73836733,60619
10328,750,54,Cicero & Cornelia,-87.74688435,41.94461771,60641
15489,751,201,Chicago & Church,-87.67871499,42.04782831,60201
9668,752,91,Austin & Cullom,-87.776883,41.95843,60634
11633,753,"85,85A",Central & Catalpa,-87.768305,41.981033000000004,60630
9065,754,53,Pulaski & 30th Street,-87.724319,41.838635,60623
14417,755,205,Grant & Grey,-87.70211621,42.05908662,60201
9714,756,81W,Lawrence & Courtland,-87.83147139,41.96657549,60706
10167,757,67,69th Street & Peoria,-87.64704073,41.76874902,60621
3367,758,165,65th Street & Central,-87.76168062,41.77429632,60638
11150,759,82,Kimball & Palmer,-87.712058,41.92109,60647
11475,760,84,Ridge & Wayne,-87.66312404,41.98557516,60660
6205,761,"9,X9",Ashland & Pershing,-87.66526481,41.82342621,60609
4385,762,"62,62H",Archer & Cicero,-87.74333649,41.79873174,60638
5159,763,44,Racine & 47th Street,-87.65533046,41.80854092,60609
5338,764,36,Broadway & Bryn Mawr/Ridge,-87.66018589,41.98386961,60660
5367,765,36,Broadway & Wellington,-87.644362,41.936578999999995,60657
8629,766,169,69th Street & State (Red Line),-87.62527051,41.76910793,60621
129,767,126,Jackson & Hamlin,-87.72104802,41.8772105,60624
12599,768,152,Addison & Laramie,-87.75675319,41.946016799999995,60641
12581,769,152,Addison & St. Louis,-87.71506138,41.9465937,60618
5112,770,44,Canal & 26th Street,-87.6382457,41.84560309,60616
76,771,"3,4,6,J14,26,143",Michigan & Jackson,-87.624193,41.878135,60604
10323,772,54,Cicero & Wellington,-87.74659708,41.93510674,60641
14854,773,94,California & 63rd Street,-87.69332656,41.77927614,60629
15456,774,9,Ashland & 81st Street,-87.6632166,41.74692475,60620
8317,775,"49,67,94,X49",Western & 69th Street,-87.68320658,41.76822045,60636
4169,776,94,California & 42nd Street,-87.69434509,41.81730928,60632
5075,777,44,Racine & Garfield,-87.65479408,41.79446756,60609
11629,778,85,Central & Lawrence,-87.76738701,41.96768625,60630
2491,779,4,Cottage Grove & Marquette Rd,-87.60569199,41.77487272,60637
10295,780,54,Cicero & Maypole,-87.745341,41.884361,60644
15170,781,7,Harrison & Central Park,-87.71555645,41.87347437,60624
744,782,65,Grand & Franklin,-87.63563348,41.89150738,60654
5667,783,"9,80",Irving Park & Southport,-87.66434190000001,41.9542736,60613
9426,784,87,87th Street & Dorchester,-87.59064173,41.73680448,60619
4762,785,92,Foster & Tripp,-87.73447122,41.97539629,60630
3756,786,81,Lawrence & Western,-87.68914186,41.96853652,60625
