"Station_id","Station_name","Date","Daytype","Rides"
40010,"Austin-Forest Park",2019-01-01,"U",576
40010,"Austin-Forest Park",2019-01-02,"W",1457
40010,"Austin-Forest Park",2019-01-03,"W",1543
40010,"Austin-Forest Park",2019-01-04,"W",1621
40010,"Austin-Forest Park",2019-01-05,"A",719
40010,"Austin-Forest Park",2019-01-06,"U",554
40010,"Austin-Forest Park",2019-01-07,"W",1714
40010,"Austin-Forest Park",2019-01-08,"W",1868
40010,"Austin-Forest Park",2019-01-09,"W",1811
40010,"Austin-Forest Park",2019-01-10,"W",1805
40010,"Austin-Forest Park",2019-01-11,"W",1697
40010,"Austin-Forest Park",2019-01-12,"A",679
40010,"Austin-Forest Park",2019-01-13,"U",489
40010,"Austin-Forest Park",2019-01-14,"W",1945
40010,"Austin-Forest Park",2019-01-15,"W",1946
40010,"Austin-Forest Park",2019-01-16,"W",1994
40010,"Austin-Forest Park",2019-01-17,"W",2118
40010,"Austin-Forest Park",2019-01-18,"W",1836
40010,"Austin-Forest Park",2019-01-19,"A",594
40010,"Austin-Forest Park",2019-01-20,"U",458
40010,"Austin-Forest Park",2019-01-21,"W",919
40010,"Austin-Forest Park",2019-01-22,"W",1976
40010,"Austin-Forest Park",2019-01-23,"W",1999
40010,"Austin-Forest Park",2019-01-24,"W",1923
40010,"Austin-Forest Park",2019-01-25,"W",1454
40010,"Austin-Forest Park",2019-01-26,"A",522
40010,"Austin-Forest Park",2019-01-27,"U",394
40010,"Austin-Forest Park",2019-01-28,"W",1798
40010,"Austin-Forest Park",2019-01-29,"W",1573
40010,"Austin-Forest Park",2019-01-30,"W",255
40010,"Austin-Forest Park",2019-01-31,"W",562
40020,"Harlem-Lake",2019-01-01,"U",981
40020,"Harlem-Lake",2019-01-02,"W",3124
40020,"Harlem-Lake",2019-01-03,"W",3414
40020,"Harlem-Lake",2019-01-04,"W",3393
40020,"Harlem-Lake",2019-01-05,"A",1909
40020,"Harlem-Lake",2019-01-06,"U",1381
40020,"Harlem-Lake",2019-01-07,"W",3324
40020,"Harlem-Lake",2019-01-08,"W",3454
40020,"Harlem-Lake",2019-01-09,"W",3575
40020,"Harlem-Lake",2019-01-10,"W",3485
40020,"Harlem-Lake",2019-01-11,"W",3472
40020,"Harlem-Lake",2019-01-12,"A",1897
40020,"Harlem-Lake",2019-01-13,"U",1319
40020,"Harlem-Lake",2019-01-14,"W",3462
40020,"Harlem-Lake",2019-01-15,"W",3617
40020,"Harlem-Lake",2019-01-16,"W",3730
40020,"Harlem-Lake",2019-01-17,"W",4278
40020,"Harlem-Lake",2019-01-18,"W",3561
40020,"Harlem-Lake",2019-01-19,"A",1550
40020,"Harlem-Lake",2019-01-20,"U",1179
40020,"Harlem-Lake",2019-01-21,"W",2080
40020,"Harlem-Lake",2019-01-22,"W",3448
40020,"Harlem-Lake",2019-01-23,"W",3542
40020,"Harlem-Lake",2019-01-24,"W",3599
40020,"Harlem-Lake",2019-01-25,"W",2833
40020,"Harlem-Lake",2019-01-26,"A",1500
40020,"Harlem-Lake",2019-01-27,"U",1040
40020,"Harlem-Lake",2019-01-28,"W",3186
40020,"Harlem-Lake",2019-01-29,"W",2799
40020,"Harlem-Lake",2019-01-30,"W",569
40020,"Harlem-Lake",2019-01-31,"W",1385
40030,"Pulaski-Lake",2019-01-01,"U",835
40030,"Pulaski-Lake",2019-01-02,"W",1331
40030,"Pulaski-Lake",2019-01-03,"W",1450
40030,"Pulaski-Lake",2019-01-04,"W",1506
40030,"Pulaski-Lake",2019-01-05,"A",1053
40030,"Pulaski-Lake",2019-01-06,"U",813
40030,"Pulaski-Lake",2019-01-07,"W",1414
40030,"Pulaski-Lake",2019-01-08,"W",1536
40030,"Pulaski-Lake",2019-01-09,"W",1395
40030,"Pulaski-Lake",2019-01-10,"W",1409
40030,"Pulaski-Lake",2019-01-11,"W",1527
40030,"Pulaski-Lake",2019-01-12,"A",954
40030,"Pulaski-Lake",2019-01-13,"U",744
40030,"Pulaski-Lake",2019-01-14,"W",1406
40030,"Pulaski-Lake",2019-01-15,"W",1443
40030,"Pulaski-Lake",2019-01-16,"W",1554
40030,"Pulaski-Lake",2019-01-17,"W",1507
40030,"Pulaski-Lake",2019-01-18,"W",1496
40030,"Pulaski-Lake",2019-01-19,"A",683
40030,"Pulaski-Lake",2019-01-20,"U",607
40030,"Pulaski-Lake",2019-01-21,"W",882
40030,"Pulaski-Lake",2019-01-22,"W",1423
40030,"Pulaski-Lake",2019-01-23,"W",1442
40030,"Pulaski-Lake",2019-01-24,"W",1354
40030,"Pulaski-Lake",2019-01-25,"W",1099
40030,"Pulaski-Lake",2019-01-26,"A",761
40030,"Pulaski-Lake",2019-01-27,"U",558
40030,"Pulaski-Lake",2019-01-28,"W",1206
40030,"Pulaski-Lake",2019-01-29,"W",1020
40030,"Pulaski-Lake",2019-01-30,"W",289
40030,"Pulaski-Lake",2019-01-31,"W",617
40040,"Quincy/Wells",2019-01-01,"U",929
40040,"Quincy/Wells",2019-01-02,"W",7429
40040,"Quincy/Wells",2019-01-03,"W",8059
40040,"Quincy/Wells",2019-01-04,"W",7263
40040,"Quincy/Wells",2019-01-05,"A",1164
40040,"Quincy/Wells",2019-01-06,"U",787
40040,"Quincy/Wells",2019-01-07,"W",8413
40040,"Quincy/Wells",2019-01-08,"W",8579
40040,"Quincy/Wells",2019-01-09,"W",8436
40040,"Quincy/Wells",2019-01-10,"W",8285
40040,"Quincy/Wells",2019-01-11,"W",7681
40040,"Quincy/Wells",2019-01-12,"A",1095
40040,"Quincy/Wells",2019-01-13,"U",845
40040,"Quincy/Wells",2019-01-14,"W",8596
40040,"Quincy/Wells",2019-01-15,"W",8210
40040,"Quincy/Wells",2019-01-16,"W",8254
40040,"Quincy/Wells",2019-01-17,"W",8160
40040,"Quincy/Wells",2019-01-18,"W",7340
40040,"Quincy/Wells",2019-01-19,"A",1106
40040,"Quincy/Wells",2019-01-20,"U",987
40040,"Quincy/Wells",2019-01-21,"W",3814
40040,"Quincy/Wells",2019-01-22,"W",8384
40040,"Quincy/Wells",2019-01-23,"W",8263
40040,"Quincy/Wells",2019-01-24,"W",8224
40040,"Quincy/Wells",2019-01-25,"W",7052
40040,"Quincy/Wells",2019-01-26,"A",988
40040,"Quincy/Wells",2019-01-27,"U",813
40040,"Quincy/Wells",2019-01-28,"W",7961
40040,"Quincy/Wells",2019-01-29,"W",6963
40040,"Quincy/Wells",2019-01-30,"W",785
40040,"Quincy/Wells",2019-01-31,"W",2415
40050,"Davis",2019-01-01,"U",1207
40050,"Davis",2019-01-02,"W",2897
40050,"Davis",2019-01-03,"W",3125
40050,"Davis",2019-01-04,"W",3191
40050,"Davis",2019-01-05,"A",1994
40050,"Davis",2019-01-06,"U",1501
40050,"Davis",2019-01-07,"W",3319
40050,"Davis",2019-01-08,"W",3612
40050,"Davis",2019-01-09,"W",3443
40050,"Davis",2019-01-10,"W",3478
40050,"Davis",2019-01-11,"W",3485
40050,"Davis",2019-01-12,"A",2107
40050,"Davis",2019-01-13,"U",1533
40050,"Davis",2019-01-14,"W",3477
40050,"Davis",2019-01-15,"W",3495
40050,"Davis",2019-01-16,"W",3636
40050,"Davis",2019-01-17,"W",3674
40050,"Davis",2019-01-18,"W",3712
40050,"Davis",2019-01-19,"A",2049
40050,"Davis",2019-01-20,"U",1469
40050,"Davis",2019-01-21,"W",2428
40050,"Davis",2019-01-22,"W",3641
40050,"Davis",2019-01-23,"W",3510
40050,"Davis",2019-01-24,"W",3338
40050,"Davis",2019-01-25,"W",2843
40050,"Davis",2019-01-26,"A",1726
40050,"Davis",2019-01-27,"U",1274
40050,"Davis",2019-01-28,"W",3381
40050,"Davis",2019-01-29,"W",2704
40050,"Davis",2019-01-30,"W",375
40050,"Davis",2019-01-31,"W",1305
40060,"Belmont-O'Hare",2019-01-01,"U",1608
40060,"Belmont-O'Hare",2019-01-02,"W",3813
40060,"Belmont-O'Hare",2019-01-03,"W",4151
40060,"Belmont-O'Hare",2019-01-04,"W",4131
40060,"Belmont-O'Hare",2019-01-05,"A",2108
40060,"Belmont-O'Hare",2019-01-06,"U",1588
40060,"Belmont-O'Hare",2019-01-07,"W",4226
40060,"Belmont-O'Hare",2019-01-08,"W",4612
40060,"Belmont-O'Hare",2019-01-09,"W",4488
40060,"Belmont-O'Hare",2019-01-10,"W",4453
40060,"Belmont-O'Hare",2019-01-11,"W",4404
40060,"Belmont-O'Hare",2019-01-12,"A",2053
40060,"Belmont-O'Hare",2019-01-13,"U",1599
40060,"Belmont-O'Hare",2019-01-14,"W",4636
40060,"Belmont-O'Hare",2019-01-15,"W",4843
40060,"Belmont-O'Hare",2019-01-16,"W",4897
40060,"Belmont-O'Hare",2019-01-17,"W",4738
40060,"Belmont-O'Hare",2019-01-18,"W",4802
40060,"Belmont-O'Hare",2019-01-19,"A",2071
40060,"Belmont-O'Hare",2019-01-20,"U",1603
40060,"Belmont-O'Hare",2019-01-21,"W",2918
40060,"Belmont-O'Hare",2019-01-22,"W",4688
40060,"Belmont-O'Hare",2019-01-23,"W",4721
40060,"Belmont-O'Hare",2019-01-24,"W",4711
40060,"Belmont-O'Hare",2019-01-25,"W",4062
40060,"Belmont-O'Hare",2019-01-26,"A",1961
40060,"Belmont-O'Hare",2019-01-27,"U",1611
40060,"Belmont-O'Hare",2019-01-28,"W",4534
40060,"Belmont-O'Hare",2019-01-29,"W",4092
40060,"Belmont-O'Hare",2019-01-30,"W",856
40060,"Belmont-O'Hare",2019-01-31,"W",1894
40070,"Jackson/Dearborn",2019-01-01,"U",1495
40070,"Jackson/Dearborn",2019-01-02,"W",5214
40070,"Jackson/Dearborn",2019-01-03,"W",5711
40070,"Jackson/Dearborn",2019-01-04,"W",5266
40070,"Jackson/Dearborn",2019-01-05,"A",2040
40070,"Jackson/Dearborn",2019-01-06,"U",1729
40070,"Jackson/Dearborn",2019-01-07,"W",6532
40070,"Jackson/Dearborn",2019-01-08,"W",6767
40070,"Jackson/Dearborn",2019-01-09,"W",6663
40070,"Jackson/Dearborn",2019-01-10,"W",6585
40070,"Jackson/Dearborn",2019-01-11,"W",5851
40070,"Jackson/Dearborn",2019-01-12,"A",1933
40070,"Jackson/Dearborn",2019-01-13,"U",1700
40070,"Jackson/Dearborn",2019-01-14,"W",7021
40070,"Jackson/Dearborn",2019-01-15,"W",7166
40070,"Jackson/Dearborn",2019-01-16,"W",7313
40070,"Jackson/Dearborn",2019-01-17,"W",7442
40070,"Jackson/Dearborn",2019-01-18,"W",6310
40070,"Jackson/Dearborn",2019-01-19,"A",1843
40070,"Jackson/Dearborn",2019-01-20,"U",1389
40070,"Jackson/Dearborn",2019-01-21,"W",2821
40070,"Jackson/Dearborn",2019-01-22,"W",7370
40070,"Jackson/Dearborn",2019-01-23,"W",7308
40070,"Jackson/Dearborn",2019-01-24,"W",7436
40070,"Jackson/Dearborn",2019-01-25,"W",5556
40070,"Jackson/Dearborn",2019-01-26,"A",1819
40070,"Jackson/Dearborn",2019-01-27,"U",1329
40070,"Jackson/Dearborn",2019-01-28,"W",6902
40070,"Jackson/Dearborn",2019-01-29,"W",5902
40070,"Jackson/Dearborn",2019-01-30,"W",877
40070,"Jackson/Dearborn",2019-01-31,"W",1973
40080,"Sheridan",2019-01-01,"U",1839
40080,"Sheridan",2019-01-02,"W",3879
40080,"Sheridan",2019-01-03,"W",4217
40080,"Sheridan",2019-01-04,"W",4422
40080,"Sheridan",2019-01-05,"A",2714
40080,"Sheridan",2019-01-06,"U",2002
40080,"Sheridan",2019-01-07,"W",4596
40080,"Sheridan",2019-01-08,"W",4962
40080,"Sheridan",2019-01-09,"W",4830
40080,"Sheridan",2019-01-10,"W",4899
40080,"Sheridan",2019-01-11,"W",4753
40080,"Sheridan",2019-01-12,"A",2663
40080,"Sheridan",2019-01-13,"U",1968
40080,"Sheridan",2019-01-14,"W",4846
40080,"Sheridan",2019-01-15,"W",4754
40080,"Sheridan",2019-01-16,"W",4951
40080,"Sheridan",2019-01-17,"W",4923
40080,"Sheridan",2019-01-18,"W",4780
40080,"Sheridan",2019-01-19,"A",2481
40080,"Sheridan",2019-01-20,"U",1735
40080,"Sheridan",2019-01-21,"W",2908
40080,"Sheridan",2019-01-22,"W",4769
40080,"Sheridan",2019-01-23,"W",5016
40080,"Sheridan",2019-01-24,"W",4909
40080,"Sheridan",2019-01-25,"W",4095
40080,"Sheridan",2019-01-26,"A",2532
40080,"Sheridan",2019-01-27,"U",1761
40080,"Sheridan",2019-01-28,"W",4941
40080,"Sheridan",2019-01-29,"W",4112
40080,"Sheridan",2019-01-30,"W",537
40080,"Sheridan",2019-01-31,"W",1629
40090,"Damen-Brown",2019-01-01,"U",643
40090,"Damen-Brown",2019-01-02,"W",2229
40090,"Damen-Brown",2019-01-03,"W",2533
40090,"Damen-Brown",2019-01-04,"W",2496
40090,"Damen-Brown",2019-01-05,"A",1429
40090,"Damen-Brown",2019-01-06,"U",887
40090,"Damen-Brown",2019-01-07,"W",2780
40090,"Damen-Brown",2019-01-08,"W",3008
40090,"Damen-Brown",2019-01-09,"W",2924
40090,"Damen-Brown",2019-01-10,"W",2869
40090,"Damen-Brown",2019-01-11,"W",2841
40090,"Damen-Brown",2019-01-12,"A",1364
40090,"Damen-Brown",2019-01-13,"U",869
40090,"Damen-Brown",2019-01-14,"W",2855
40090,"Damen-Brown",2019-01-15,"W",3000
40090,"Damen-Brown",2019-01-16,"W",2930
40090,"Damen-Brown",2019-01-17,"W",3054
40090,"Damen-Brown",2019-01-18,"W",2791
40090,"Damen-Brown",2019-01-19,"A",1303
40090,"Damen-Brown",2019-01-20,"U",857
40090,"Damen-Brown",2019-01-21,"W",1547
40090,"Damen-Brown",2019-01-22,"W",2854
40090,"Damen-Brown",2019-01-23,"W",2933
40090,"Damen-Brown",2019-01-24,"W",2955
40090,"Damen-Brown",2019-01-25,"W",2384
40090,"Damen-Brown",2019-01-26,"A",1189
40090,"Damen-Brown",2019-01-27,"U",755
40090,"Damen-Brown",2019-01-28,"W",2929
40090,"Damen-Brown",2019-01-29,"W",2228
40090,"Damen-Brown",2019-01-30,"W",266
40090,"Damen-Brown",2019-01-31,"W",865
40100,"Morse",2019-01-01,"U",2021
40100,"Morse",2019-01-02,"W",3517
40100,"Morse",2019-01-03,"W",3875
40100,"Morse",2019-01-04,"W",4020
40100,"Morse",2019-01-05,"A",2937
40100,"Morse",2019-01-06,"U",2205
40100,"Morse",2019-01-07,"W",3950
40100,"Morse",2019-01-08,"W",4231
40100,"Morse",2019-01-09,"W",4165
40100,"Morse",2019-01-10,"W",4142
40100,"Morse",2019-01-11,"W",4231
40100,"Morse",2019-01-12,"A",2882
40100,"Morse",2019-01-13,"U",2257
40100,"Morse",2019-01-14,"W",4309
40100,"Morse",2019-01-15,"W",4328
40100,"Morse",2019-01-16,"W",4438
40100,"Morse",2019-01-17,"W",4437
40100,"Morse",2019-01-18,"W",4339
40100,"Morse",2019-01-19,"A",2864
40100,"Morse",2019-01-20,"U",2164
40100,"Morse",2019-01-21,"W",2897
40100,"Morse",2019-01-22,"W",4342
40100,"Morse",2019-01-23,"W",4478
40100,"Morse",2019-01-24,"W",4440
40100,"Morse",2019-01-25,"W",3832
40100,"Morse",2019-01-26,"A",2029
40100,"Morse",2019-01-27,"U",2111
40100,"Morse",2019-01-28,"W",4461
40100,"Morse",2019-01-29,"W",3717
40100,"Morse",2019-01-30,"W",786
40100,"Morse",2019-01-31,"W",2002
40120,"35th/Archer",2019-01-01,"U",754
40120,"35th/Archer",2019-01-02,"W",2166
40120,"35th/Archer",2019-01-03,"W",2416
40120,"35th/Archer",2019-01-04,"W",2554
40120,"35th/Archer",2019-01-05,"A",1328
40120,"35th/Archer",2019-01-06,"U",950
40120,"35th/Archer",2019-01-07,"W",2641
40120,"35th/Archer",2019-01-08,"W",2822
40120,"35th/Archer",2019-01-09,"W",2727
40120,"35th/Archer",2019-01-10,"W",2777
40120,"35th/Archer",2019-01-11,"W",2716
40120,"35th/Archer",2019-01-12,"A",1106
40120,"35th/Archer",2019-01-13,"U",774
40120,"35th/Archer",2019-01-14,"W",2925
40120,"35th/Archer",2019-01-15,"W",3064
40120,"35th/Archer",2019-01-16,"W",3102
40120,"35th/Archer",2019-01-17,"W",3167
40120,"35th/Archer",2019-01-18,"W",2810
40120,"35th/Archer",2019-01-19,"A",1054
40120,"35th/Archer",2019-01-20,"U",773
40120,"35th/Archer",2019-01-21,"W",1538
40120,"35th/Archer",2019-01-22,"W",2950
40120,"35th/Archer",2019-01-23,"W",2979
40120,"35th/Archer",2019-01-24,"W",2980
40120,"35th/Archer",2019-01-25,"W",2228
40120,"35th/Archer",2019-01-26,"A",1019
40120,"35th/Archer",2019-01-27,"U",706
40120,"35th/Archer",2019-01-28,"W",2672
40120,"35th/Archer",2019-01-29,"W",2351
40120,"35th/Archer",2019-01-30,"W",356
40120,"35th/Archer",2019-01-31,"W",875
40130,"51st",2019-01-01,"U",414
40130,"51st",2019-01-02,"W",781
40130,"51st",2019-01-03,"W",853
40130,"51st",2019-01-04,"W",935
40130,"51st",2019-01-05,"A",562
40130,"51st",2019-01-06,"U",408
40130,"51st",2019-01-07,"W",947
40130,"51st",2019-01-08,"W",968
40130,"51st",2019-01-09,"W",940
40130,"51st",2019-01-10,"W",961
40130,"51st",2019-01-11,"W",961
40130,"51st",2019-01-12,"A",519
40130,"51st",2019-01-13,"U",410
40130,"51st",2019-01-14,"W",1001
40130,"51st",2019-01-15,"W",993
40130,"51st",2019-01-16,"W",996
40130,"51st",2019-01-17,"W",984
40130,"51st",2019-01-18,"W",979
40130,"51st",2019-01-19,"A",469
40130,"51st",2019-01-20,"U",371
40130,"51st",2019-01-21,"W",493
40130,"51st",2019-01-22,"W",902
40130,"51st",2019-01-23,"W",923
40130,"51st",2019-01-24,"W",933
40130,"51st",2019-01-25,"W",755
40130,"51st",2019-01-26,"A",417
40130,"51st",2019-01-27,"U",364
40130,"51st",2019-01-28,"W",878
40130,"51st",2019-01-29,"W",786
40130,"51st",2019-01-30,"W",158
40130,"51st",2019-01-31,"W",349
40140,"Dempster-Skokie",2019-01-01,"U",378
40140,"Dempster-Skokie",2019-01-02,"W",1442
40140,"Dempster-Skokie",2019-01-03,"W",1539
